State,Currency,Year,Median Income/Standard Error,USD$
Illinois,CURRENT DOLLARS,1990,"Median
income",59362
Illinois,CURRENT DOLLARS,1990,"Standard
error",1321
Illinois,CURRENT DOLLARS,1991,"Median
income",56120
Illinois,CURRENT DOLLARS,1991,"Standard
error",1257
Illinois,CURRENT DOLLARS,1996,"Median
income",61734
Illinois,CURRENT DOLLARS,1996,"Standard
error",1728
Illinois,CURRENT DOLLARS,1997,"Median
income",63069
Illinois,CURRENT DOLLARS,1997,"Standard
error",1195
Illinois,CURRENT DOLLARS,1998,"Median
income",65082
Illinois,CURRENT DOLLARS,1998,"Standard
error",1860
Illinois,CURRENT DOLLARS,2001,"Median
income",64082
Illinois,CURRENT DOLLARS,2001,"Standard
error",1220
Illinois,CURRENT DOLLARS,2002,"Median
income",58358
Illinois,CURRENT DOLLARS,2002,"Standard
error",1170
Illinois,CURRENT DOLLARS,2003,"Median
income",60327
Illinois,CURRENT DOLLARS,2003,"Standard
error",1432
Illinois,CURRENT DOLLARS,2005,"Median
income",60898
Illinois,CURRENT DOLLARS,2005,"Standard
error",1241
Illinois,CURRENT DOLLARS,2006,"Median
income",59319
Illinois,CURRENT DOLLARS,2006,"Standard
error",1422
Illinois,CURRENT DOLLARS,2007,"Median
income",62228
Illinois,CURRENT DOLLARS,2007,"Standard
error",1126
Illinois,CURRENT DOLLARS,2008,"Median
income",60780
Illinois,CURRENT DOLLARS,2008,"Standard
error",1512
Illinois,CURRENT DOLLARS,2011,"Median
income",55310
Illinois,CURRENT DOLLARS,2011,"Standard
error",1501
Illinois,CURRENT DOLLARS,2012,"Median
income",55340
Illinois,CURRENT DOLLARS,2012,"Standard
error",1420
Illinois,CURRENT DOLLARS,2014,"Median
income",56918
Illinois,CURRENT DOLLARS,2014,"Standard
error",1684
Illinois,CURRENT DOLLARS,2015,"Median
income",62508
Illinois,CURRENT DOLLARS,2015,"Standard
error",2068
Illinois,CURRENT DOLLARS,2016,"Median
income",62706
Illinois,CURRENT DOLLARS,2016,"Standard
error",1799
Illinois,CURRENT DOLLARS,2017,"Median
income",64609
Illinois,CURRENT DOLLARS,2017,"Standard
error",1999
Illinois,CURRENT DOLLARS,1984 ,"Median
income",53524
Illinois,CURRENT DOLLARS,1984 ,"Standard
error",1278
Illinois,CURRENT DOLLARS,1985 ,"Median
income",54183
Illinois,CURRENT DOLLARS,1985 ,"Standard
error",1139
Illinois,CURRENT DOLLARS,1987 ,"Median
income",56063
Illinois,CURRENT DOLLARS,1987 ,"Standard
error",1109
Illinois,CURRENT DOLLARS,1992 ,"Median
income",54186
Illinois,CURRENT DOLLARS,1992 ,"Standard
error",1291
Illinois,CURRENT DOLLARS,1993 ,"Median
income",55041
Illinois,CURRENT DOLLARS,1993 ,"Standard
error",1357
Illinois,CURRENT DOLLARS,1994 ,"Median
income",57565
Illinois,CURRENT DOLLARS,1994 ,"Standard
error",1311
Illinois,CURRENT DOLLARS,1995 ,"Median
income",61001
Illinois,CURRENT DOLLARS,1995 ,"Standard
error",1402
Illinois,CURRENT DOLLARS,1999 ,"Median
income",68377
Illinois,CURRENT DOLLARS,1999 ,"Standard
error",1517
Illinois,CURRENT DOLLARS,2000 ,"Median
income",65754
Illinois,CURRENT DOLLARS,2000 ,"Standard
error",1379
Illinois,CURRENT DOLLARS,2004,"Median
income",59942
Illinois,CURRENT DOLLARS,2004,"Standard
error",1071
Illinois,CURRENT DOLLARS,2009 ,"Median
income",60552
Illinois,CURRENT DOLLARS,2009 ,"Standard
error",1078
Illinois,CURRENT DOLLARS,2010 ,"Median
income",57156
Illinois,CURRENT DOLLARS,2010 ,"Standard
error",1661
Illinois,CURRENT DOLLARS,2013 ,"Median
income",60285
Illinois,CURRENT DOLLARS,2013 ,"Standard
error",1838
Illinois,CURRENT DOLLARS,2013 ,"Median
income",56850
Illinois,CURRENT DOLLARS,2013 ,"Standard
error",3465
Indiana,CURRENT DOLLARS,1986,"Median
income",48664
Indiana,CURRENT DOLLARS,1986,"Standard
error",1518
Indiana,CURRENT DOLLARS,1988,"Median
income",52528
Indiana,CURRENT DOLLARS,1988,"Standard
error",1860
Indiana,CURRENT DOLLARS,1989,"Median
income",49571
Indiana,CURRENT DOLLARS,1989,"Standard
error",1956
Indiana,CURRENT DOLLARS,1990,"Median
income",49121
Indiana,CURRENT DOLLARS,1990,"Standard
error",2005
Indiana,CURRENT DOLLARS,1991,"Median
income",47680
Indiana,CURRENT DOLLARS,1991,"Standard
error",1623
Indiana,CURRENT DOLLARS,1996,"Median
income",54855
Indiana,CURRENT DOLLARS,1996,"Standard
error",2026
Indiana,CURRENT DOLLARS,1997,"Median
income",59411
Indiana,CURRENT DOLLARS,1997,"Standard
error",1807
Indiana,CURRENT DOLLARS,1998,"Median
income",59887
Indiana,CURRENT DOLLARS,1998,"Standard
error",2395
Indiana,CURRENT DOLLARS,2001,"Median
income",56043
Indiana,CURRENT DOLLARS,2001,"Standard
error",1316
Indiana,CURRENT DOLLARS,2002,"Median
income",56086
Indiana,CURRENT DOLLARS,2002,"Standard
error",1022
Indiana,CURRENT DOLLARS,2003,"Median
income",56682
Indiana,CURRENT DOLLARS,2003,"Standard
error",1281
Indiana,CURRENT DOLLARS,2005,"Median
income",53398
Indiana,CURRENT DOLLARS,2005,"Standard
error",1384
Indiana,CURRENT DOLLARS,2006,"Median
income",55341
Indiana,CURRENT DOLLARS,2006,"Standard
error",1506
Indiana,CURRENT DOLLARS,2007,"Median
income",56239
Indiana,CURRENT DOLLARS,2007,"Standard
error",1487
Indiana,CURRENT DOLLARS,2008,"Median
income",53094
Indiana,CURRENT DOLLARS,2008,"Standard
error",1352
Indiana,CURRENT DOLLARS,2011,"Median
income",48547
Indiana,CURRENT DOLLARS,2011,"Standard
error",2522
Indiana,CURRENT DOLLARS,2012,"Median
income",49372
Indiana,CURRENT DOLLARS,2012,"Standard
error",1911
Indiana,CURRENT DOLLARS,2014,"Median
income",49812
Indiana,CURRENT DOLLARS,2014,"Standard
error",2014
Indiana,CURRENT DOLLARS,2015,"Median
income",53786
Indiana,CURRENT DOLLARS,2015,"Standard
error",1740
Indiana,CURRENT DOLLARS,2016,"Median
income",57300
Indiana,CURRENT DOLLARS,2016,"Standard
error",2939
Indiana,CURRENT DOLLARS,2017,"Median
income",58873
Indiana,CURRENT DOLLARS,2017,"Standard
error",2026
Indiana,CURRENT DOLLARS,1984 ,"Median
income",51311
Indiana,CURRENT DOLLARS,1984 ,"Standard
error",1600
Indiana,CURRENT DOLLARS,1985 ,"Median
income",49401
Indiana,CURRENT DOLLARS,1985 ,"Standard
error",1364
Indiana,CURRENT DOLLARS,1987 ,"Median
income",46613
Indiana,CURRENT DOLLARS,1987 ,"Standard
error",1954
Indiana,CURRENT DOLLARS,1992 ,"Median
income",48998
Indiana,CURRENT DOLLARS,1992 ,"Standard
error",2258
Indiana,CURRENT DOLLARS,1993 ,"Median
income",49376
Indiana,CURRENT DOLLARS,1993 ,"Standard
error",2280
Indiana,CURRENT DOLLARS,1994 ,"Median
income",45712
Indiana,CURRENT DOLLARS,1994 ,"Standard
error",1693
Indiana,CURRENT DOLLARS,1995 ,"Median
income",53493
Indiana,CURRENT DOLLARS,1995 ,"Standard
error",2314
Indiana,CURRENT DOLLARS,1999 ,"Median
income",60272
Indiana,CURRENT DOLLARS,1999 ,"Standard
error",2537
Indiana,CURRENT DOLLARS,2000 ,"Median
income",58332
Indiana,CURRENT DOLLARS,2000 ,"Standard
error",969
Indiana,CURRENT DOLLARS,2004,"Median
income",55066
Indiana,CURRENT DOLLARS,2004,"Standard
error",1497
Indiana,CURRENT DOLLARS,2009 ,"Median
income",50743
Indiana,CURRENT DOLLARS,2009 ,"Standard
error",1243
Indiana,CURRENT DOLLARS,2010 ,"Median
income",51986
Indiana,CURRENT DOLLARS,2010 ,"Standard
error",2899
Indiana,CURRENT DOLLARS,2013 ,"Median
income",53284
Indiana,CURRENT DOLLARS,2013 ,"Standard
error",3394
Indiana,CURRENT DOLLARS,2013 ,"Median
income",52126
Indiana,CURRENT DOLLARS,2013 ,"Standard
error",4751
Iowa,CURRENT DOLLARS,1986,"Median
income",48088
Iowa,CURRENT DOLLARS,1986,"Standard
error",1606
Iowa,CURRENT DOLLARS,1988,"Median
income",48556
Iowa,CURRENT DOLLARS,1988,"Standard
error",2154
Iowa,CURRENT DOLLARS,1989,"Median
income",50274
Iowa,CURRENT DOLLARS,1989,"Standard
error",1516
Iowa,CURRENT DOLLARS,1990,"Median
income",49778
Iowa,CURRENT DOLLARS,1990,"Standard
error",1799
Iowa,CURRENT DOLLARS,1991,"Median
income",50257
Iowa,CURRENT DOLLARS,1991,"Standard
error",1781
Iowa,CURRENT DOLLARS,1996,"Median
income",51831
Iowa,CURRENT DOLLARS,1996,"Standard
error",2383
Iowa,CURRENT DOLLARS,1997,"Median
income",51611
Iowa,CURRENT DOLLARS,1997,"Standard
error",1959
Iowa,CURRENT DOLLARS,1998,"Median
income",55799
Iowa,CURRENT DOLLARS,1998,"Standard
error",1812
Iowa,CURRENT DOLLARS,2001,"Median
income",56872
Iowa,CURRENT DOLLARS,2001,"Standard
error",1573
Iowa,CURRENT DOLLARS,2002,"Median
income",56089
Iowa,CURRENT DOLLARS,2002,"Standard
error",1574
Iowa,CURRENT DOLLARS,2003,"Median
income",55291
Iowa,CURRENT DOLLARS,2003,"Standard
error",1181
Iowa,CURRENT DOLLARS,2005,"Median
income",58510
Iowa,CURRENT DOLLARS,2005,"Standard
error",1685
Iowa,CURRENT DOLLARS,2006,"Median
income",58655
Iowa,CURRENT DOLLARS,2006,"Standard
error",1817
Iowa,CURRENT DOLLARS,2007,"Median
income",57964
Iowa,CURRENT DOLLARS,2007,"Standard
error",1720
Iowa,CURRENT DOLLARS,2008,"Median
income",57228
Iowa,CURRENT DOLLARS,2008,"Standard
error",1476
Iowa,CURRENT DOLLARS,2011,"Median
income",54853
Iowa,CURRENT DOLLARS,2011,"Standard
error",2156
Iowa,CURRENT DOLLARS,2012,"Median
income",57163
Iowa,CURRENT DOLLARS,2012,"Standard
error",2287
Iowa,CURRENT DOLLARS,2014,"Median
income",59918
Iowa,CURRENT DOLLARS,2014,"Standard
error",3550
Iowa,CURRENT DOLLARS,2015,"Median
income",62965
Iowa,CURRENT DOLLARS,2015,"Standard
error",3389
Iowa,CURRENT DOLLARS,2016,"Median
income",60365
Iowa,CURRENT DOLLARS,2016,"Standard
error",2537
Iowa,CURRENT DOLLARS,2017,"Median
income",63481
Iowa,CURRENT DOLLARS,2017,"Standard
error",5512
Iowa,CURRENT DOLLARS,1984 ,"Median
income",44760
Iowa,CURRENT DOLLARS,1984 ,"Standard
error",1679
Iowa,CURRENT DOLLARS,1985 ,"Median
income",45592
Iowa,CURRENT DOLLARS,1985 ,"Standard
error",1316
Iowa,CURRENT DOLLARS,1987 ,"Median
income",45932
Iowa,CURRENT DOLLARS,1987 ,"Standard
error",1888
Iowa,CURRENT DOLLARS,1992 ,"Median
income",49364
Iowa,CURRENT DOLLARS,1992 ,"Standard
error",1669
Iowa,CURRENT DOLLARS,1993 ,"Median
income",48016
Iowa,CURRENT DOLLARS,1993 ,"Standard
error",2077
Iowa,CURRENT DOLLARS,1994 ,"Median
income",54280
Iowa,CURRENT DOLLARS,1994 ,"Standard
error",2100
Iowa,CURRENT DOLLARS,1995 ,"Median
income",56912
Iowa,CURRENT DOLLARS,1995 ,"Standard
error",1509
Iowa,CURRENT DOLLARS,1999 ,"Median
income",60656
Iowa,CURRENT DOLLARS,1999 ,"Standard
error",1668
Iowa,CURRENT DOLLARS,2000 ,"Median
income",58512
Iowa,CURRENT DOLLARS,2000 ,"Standard
error",1158
Iowa,CURRENT DOLLARS,2004,"Median
income",56447
Iowa,CURRENT DOLLARS,2004,"Standard
error",1979
Iowa,CURRENT DOLLARS,2009 ,"Median
income",58091
Iowa,CURRENT DOLLARS,2009 ,"Standard
error",1758
Iowa,CURRENT DOLLARS,2010 ,"Median
income",55227
Iowa,CURRENT DOLLARS,2010 ,"Standard
error",1512
Iowa,CURRENT DOLLARS,2013 ,"Median
income",57818
Iowa,CURRENT DOLLARS,2013 ,"Standard
error",2073
Iowa,CURRENT DOLLARS,2013 ,"Median
income",63405
Iowa,CURRENT DOLLARS,2013 ,"Standard
error",6465
Kansas,CURRENT DOLLARS,1986,"Median
income",51229
Kansas,CURRENT DOLLARS,1986,"Standard
error",1674
Kansas,CURRENT DOLLARS,1988,"Median
income",51075
Kansas,CURRENT DOLLARS,1988,"Standard
error",2303
Kansas,CURRENT DOLLARS,1989,"Median
income",51417
Kansas,CURRENT DOLLARS,1989,"Standard
error",1738
Kansas,CURRENT DOLLARS,1990,"Median
income",54573
Kansas,CURRENT DOLLARS,1990,"Standard
error",2151
Kansas,CURRENT DOLLARS,1991,"Median
income",51563
Kansas,CURRENT DOLLARS,1991,"Standard
error",1644
Kansas,CURRENT DOLLARS,1996,"Median
income",50857
Kansas,CURRENT DOLLARS,1996,"Standard
error",2279
Kansas,CURRENT DOLLARS,1997,"Median
income",55717
Kansas,CURRENT DOLLARS,1997,"Standard
error",2466
Kansas,CURRENT DOLLARS,1998,"Median
income",55335
Kansas,CURRENT DOLLARS,1998,"Standard
error",2437
Kansas,CURRENT DOLLARS,2001,"Median
income",57481
Kansas,CURRENT DOLLARS,2001,"Standard
error",1548
Kansas,CURRENT DOLLARS,2002,"Median
income",58234
Kansas,CURRENT DOLLARS,2002,"Standard
error",1431
Kansas,CURRENT DOLLARS,2003,"Median
income",59096
Kansas,CURRENT DOLLARS,2003,"Standard
error",1772
Kansas,CURRENT DOLLARS,2005,"Median
income",52882
Kansas,CURRENT DOLLARS,2005,"Standard
error",1239
Kansas,CURRENT DOLLARS,2006,"Median
income",55517
Kansas,CURRENT DOLLARS,2006,"Standard
error",1526
Kansas,CURRENT DOLLARS,2007,"Median
income",57477
Kansas,CURRENT DOLLARS,2007,"Standard
error",2139
Kansas,CURRENT DOLLARS,2008,"Median
income",54643
Kansas,CURRENT DOLLARS,2008,"Standard
error",1609
Kansas,CURRENT DOLLARS,2011,"Median
income",50406
Kansas,CURRENT DOLLARS,2011,"Standard
error",2130
Kansas,CURRENT DOLLARS,2012,"Median
income",53485
Kansas,CURRENT DOLLARS,2012,"Standard
error",1938
Kansas,CURRENT DOLLARS,2014,"Median
income",55393
Kansas,CURRENT DOLLARS,2014,"Standard
error",2967
Kansas,CURRENT DOLLARS,2015,"Median
income",56768
Kansas,CURRENT DOLLARS,2015,"Standard
error",3860
Kansas,CURRENT DOLLARS,2016,"Median
income",58032
Kansas,CURRENT DOLLARS,2016,"Standard
error",3338
Kansas,CURRENT DOLLARS,2017,"Median
income",57872
Kansas,CURRENT DOLLARS,2017,"Standard
error",2898
Kansas,CURRENT DOLLARS,1984 ,"Median
income",55500
Kansas,CURRENT DOLLARS,1984 ,"Standard
error",2055
Kansas,CURRENT DOLLARS,1985 ,"Median
income",49647
Kansas,CURRENT DOLLARS,1985 ,"Standard
error",2251
Kansas,CURRENT DOLLARS,1987 ,"Median
income",52956
Kansas,CURRENT DOLLARS,1987 ,"Standard
error",1863
Kansas,CURRENT DOLLARS,1992 ,"Median
income",52117
Kansas,CURRENT DOLLARS,1992 ,"Standard
error",1953
Kansas,CURRENT DOLLARS,1993 ,"Median
income",49870
Kansas,CURRENT DOLLARS,1993 ,"Standard
error",1916
Kansas,CURRENT DOLLARS,1994 ,"Median
income",46474
Kansas,CURRENT DOLLARS,1994 ,"Standard
error",1746
Kansas,CURRENT DOLLARS,1995 ,"Median
income",48616
Kansas,CURRENT DOLLARS,1995 ,"Standard
error",1476
Kansas,CURRENT DOLLARS,1999 ,"Median
income",55121
Kansas,CURRENT DOLLARS,1999 ,"Standard
error",3067
Kansas,CURRENT DOLLARS,2000 ,"Median
income",58609
Kansas,CURRENT DOLLARS,2000 ,"Standard
error",1667
Kansas,CURRENT DOLLARS,2004,"Median
income",53423
Kansas,CURRENT DOLLARS,2004,"Standard
error",2275
Kansas,CURRENT DOLLARS,2009 ,"Median
income",51215
Kansas,CURRENT DOLLARS,2009 ,"Standard
error",2048
Kansas,CURRENT DOLLARS,2010 ,"Median
income",51890
Kansas,CURRENT DOLLARS,2010 ,"Standard
error",2046
Kansas,CURRENT DOLLARS,2013 ,"Median
income",54266
Kansas,CURRENT DOLLARS,2013 ,"Standard
error",1579
Kansas,CURRENT DOLLARS,2013 ,"Median
income",50403
Kansas,CURRENT DOLLARS,2013 ,"Standard
error",4739
Kentucky,CURRENT DOLLARS,1986,"Median
income",42553
Kentucky,CURRENT DOLLARS,1986,"Standard
error",2154
Kentucky,CURRENT DOLLARS,1988,"Median
income",39770
Kentucky,CURRENT DOLLARS,1988,"Standard
error",1600
Kentucky,CURRENT DOLLARS,1989,"Median
income",44566
Kentucky,CURRENT DOLLARS,1989,"Standard
error",2308
Kentucky,CURRENT DOLLARS,1990,"Median
income",45203
Kentucky,CURRENT DOLLARS,1990,"Standard
error",2213
Kentucky,CURRENT DOLLARS,1991,"Median
income",41827
Kentucky,CURRENT DOLLARS,1991,"Standard
error",1841
Kentucky,CURRENT DOLLARS,1996,"Median
income",50588
Kentucky,CURRENT DOLLARS,1996,"Standard
error",2246
Kentucky,CURRENT DOLLARS,1997,"Median
income",51105
Kentucky,CURRENT DOLLARS,1997,"Standard
error",2534
Kentucky,CURRENT DOLLARS,1998,"Median
income",54643
Kentucky,CURRENT DOLLARS,1998,"Standard
error",2278
Kentucky,CURRENT DOLLARS,2001,"Median
income",53348
Kentucky,CURRENT DOLLARS,2001,"Standard
error",1400
Kentucky,CURRENT DOLLARS,2002,"Median
income",50231
Kentucky,CURRENT DOLLARS,2002,"Standard
error",1194
Kentucky,CURRENT DOLLARS,2003,"Median
income",49348
Kentucky,CURRENT DOLLARS,2003,"Standard
error",1145
Kentucky,CURRENT DOLLARS,2005,"Median
income",46178
Kentucky,CURRENT DOLLARS,2005,"Standard
error",1130
Kentucky,CURRENT DOLLARS,2006,"Median
income",48123
Kentucky,CURRENT DOLLARS,2006,"Standard
error",1281
Kentucky,CURRENT DOLLARS,2007,"Median
income",46757
Kentucky,CURRENT DOLLARS,2007,"Standard
error",1435
Kentucky,CURRENT DOLLARS,2008,"Median
income",46963
Kentucky,CURRENT DOLLARS,2008,"Standard
error",927
Kentucky,CURRENT DOLLARS,2011,"Median
income",43534
Kentucky,CURRENT DOLLARS,2011,"Standard
error",2017
Kentucky,CURRENT DOLLARS,2012,"Median
income",43947
Kentucky,CURRENT DOLLARS,2012,"Standard
error",2032
Kentucky,CURRENT DOLLARS,2014,"Median
income",44346
Kentucky,CURRENT DOLLARS,2014,"Standard
error",1638
Kentucky,CURRENT DOLLARS,2015,"Median
income",43857
Kentucky,CURRENT DOLLARS,2015,"Standard
error",2348
Kentucky,CURRENT DOLLARS,2016,"Median
income",46345
Kentucky,CURRENT DOLLARS,2016,"Standard
error",2048
Kentucky,CURRENT DOLLARS,2017,"Median
income",51348
Kentucky,CURRENT DOLLARS,2017,"Standard
error",1364
Kentucky,CURRENT DOLLARS,1984 ,"Median
income",39841
Kentucky,CURRENT DOLLARS,1984 ,"Standard
error",2431
Kentucky,CURRENT DOLLARS,1985 ,"Median
income",37823
Kentucky,CURRENT DOLLARS,1985 ,"Standard
error",1630
Kentucky,CURRENT DOLLARS,1987 ,"Median
income",42792
Kentucky,CURRENT DOLLARS,1987 ,"Standard
error",1944
Kentucky,CURRENT DOLLARS,1992 ,"Median
income",40333
Kentucky,CURRENT DOLLARS,1992 ,"Standard
error",2162
Kentucky,CURRENT DOLLARS,1993 ,"Median
income",40834
Kentucky,CURRENT DOLLARS,1993 ,"Standard
error",1828
Kentucky,CURRENT DOLLARS,1994 ,"Median
income",43640
Kentucky,CURRENT DOLLARS,1994 ,"Standard
error",1687
Kentucky,CURRENT DOLLARS,1995 ,"Median
income",47765
Kentucky,CURRENT DOLLARS,1995 ,"Standard
error",1841
Kentucky,CURRENT DOLLARS,1999 ,"Median
income",49793
Kentucky,CURRENT DOLLARS,1999 ,"Standard
error",2190
Kentucky,CURRENT DOLLARS,2000 ,"Median
income",51766
Kentucky,CURRENT DOLLARS,2000 ,"Standard
error",1210
Kentucky,CURRENT DOLLARS,2004,"Median
income",46325
Kentucky,CURRENT DOLLARS,2004,"Standard
error",1584
Kentucky,CURRENT DOLLARS,2009 ,"Median
income",48863
Kentucky,CURRENT DOLLARS,2009 ,"Standard
error",1504
Kentucky,CURRENT DOLLARS,2010 ,"Median
income",46313
Kentucky,CURRENT DOLLARS,2010 ,"Standard
error",3181
Kentucky,CURRENT DOLLARS,2013 ,"Median
income",44435
Kentucky,CURRENT DOLLARS,2013 ,"Standard
error",1975
Kentucky,CURRENT DOLLARS,2013 ,"Median
income",47303
Kentucky,CURRENT DOLLARS,2013 ,"Standard
error",4136
Louisiana,CURRENT DOLLARS,1986,"Median
income",44729
Louisiana,CURRENT DOLLARS,1986,"Standard
error",2047
Louisiana,CURRENT DOLLARS,1988,"Median
income",40949
Louisiana,CURRENT DOLLARS,1988,"Standard
error",2945
Louisiana,CURRENT DOLLARS,1989,"Median
income",43758
Louisiana,CURRENT DOLLARS,1989,"Standard
error",3554
Louisiana,CURRENT DOLLARS,1990,"Median
income",40870
Louisiana,CURRENT DOLLARS,1990,"Standard
error",2882
Louisiana,CURRENT DOLLARS,1991,"Median
income",44529
Louisiana,CURRENT DOLLARS,1991,"Standard
error",2035
Louisiana,CURRENT DOLLARS,1996,"Median
income",47231
Louisiana,CURRENT DOLLARS,1996,"Standard
error",2013
Louisiana,CURRENT DOLLARS,1997,"Median
income",50812
Louisiana,CURRENT DOLLARS,1997,"Standard
error",2369
Louisiana,CURRENT DOLLARS,1998,"Median
income",47834
Louisiana,CURRENT DOLLARS,1998,"Standard
error",2502
Louisiana,CURRENT DOLLARS,2001,"Median
income",46249
Louisiana,CURRENT DOLLARS,2001,"Standard
error",1659
Louisiana,CURRENT DOLLARS,2002,"Median
income",46468
Louisiana,CURRENT DOLLARS,2002,"Standard
error",1719
Louisiana,CURRENT DOLLARS,2003,"Median
income",44767
Louisiana,CURRENT DOLLARS,2003,"Standard
error",1474
Louisiana,CURRENT DOLLARS,2005,"Median
income",46853
Louisiana,CURRENT DOLLARS,2005,"Standard
error",1632
Louisiana,CURRENT DOLLARS,2006,"Median
income",44471
Louisiana,CURRENT DOLLARS,2006,"Standard
error",1737
Louisiana,CURRENT DOLLARS,2007,"Median
income",48963
Louisiana,CURRENT DOLLARS,2007,"Standard
error",1110
Louisiana,CURRENT DOLLARS,2008,"Median
income",45154
Louisiana,CURRENT DOLLARS,2008,"Standard
error",1696
Louisiana,CURRENT DOLLARS,2011,"Median
income",44410
Louisiana,CURRENT DOLLARS,2011,"Standard
error",2107
Louisiana,CURRENT DOLLARS,2012,"Median
income",41806
Louisiana,CURRENT DOLLARS,2012,"Standard
error",1723
Louisiana,CURRENT DOLLARS,2014,"Median
income",43952
Louisiana,CURRENT DOLLARS,2014,"Standard
error",1930
Louisiana,CURRENT DOLLARS,2015,"Median
income",47515
Louisiana,CURRENT DOLLARS,2015,"Standard
error",2214
Louisiana,CURRENT DOLLARS,2016,"Median
income",43103
Louisiana,CURRENT DOLLARS,2016,"Standard
error",1223
Louisiana,CURRENT DOLLARS,2017,"Median
income",43903
Louisiana,CURRENT DOLLARS,2017,"Standard
error",1453
Louisiana,CURRENT DOLLARS,1984 ,"Median
income",42700
Louisiana,CURRENT DOLLARS,1984 ,"Standard
error",1983
Louisiana,CURRENT DOLLARS,1985 ,"Median
income",46141
Louisiana,CURRENT DOLLARS,1985 ,"Standard
error",1586
Louisiana,CURRENT DOLLARS,1987 ,"Median
income",44191
Louisiana,CURRENT DOLLARS,1987 ,"Standard
error",1776
Louisiana,CURRENT DOLLARS,1992 ,"Median
income",43689
Louisiana,CURRENT DOLLARS,1992 ,"Standard
error",1961
Louisiana,CURRENT DOLLARS,1993 ,"Median
income",44077
Louisiana,CURRENT DOLLARS,1993 ,"Standard
error",1950
Louisiana,CURRENT DOLLARS,1994 ,"Median
income",42132
Louisiana,CURRENT DOLLARS,1994 ,"Standard
error",2463
Louisiana,CURRENT DOLLARS,1995 ,"Median
income",44783
Louisiana,CURRENT DOLLARS,1995 ,"Standard
error",1747
Louisiana,CURRENT DOLLARS,1999 ,"Median
income",48193
Louisiana,CURRENT DOLLARS,1999 ,"Standard
error",1836
Louisiana,CURRENT DOLLARS,2000 ,"Median
income",43848
Louisiana,CURRENT DOLLARS,2000 ,"Standard
error",1182
Louisiana,CURRENT DOLLARS,2004,"Median
income",47391
Louisiana,CURRENT DOLLARS,2004,"Standard
error",1617
Louisiana,CURRENT DOLLARS,2009 ,"Median
income",52035
Louisiana,CURRENT DOLLARS,2009 ,"Standard
error",2076
Louisiana,CURRENT DOLLARS,2010 ,"Median
income",44280
Louisiana,CURRENT DOLLARS,2010 ,"Standard
error",3660
Louisiana,CURRENT DOLLARS,2013 ,"Median
income",41762
Louisiana,CURRENT DOLLARS,2013 ,"Standard
error",3011
Louisiana,CURRENT DOLLARS,2013 ,"Median
income",48933
Louisiana,CURRENT DOLLARS,2013 ,"Standard
error",2680
Maine,CURRENT DOLLARS,1986,"Median
income",50155
Maine,CURRENT DOLLARS,1986,"Standard
error",2077
Maine,CURRENT DOLLARS,1988,"Median
income",52746
Maine,CURRENT DOLLARS,1988,"Standard
error",1882
Maine,CURRENT DOLLARS,1989,"Median
income",54018
Maine,CURRENT DOLLARS,1989,"Standard
error",2659
Maine,CURRENT DOLLARS,1990,"Median
income",50099
